"task_name","behavior_data","start_time","user_id","user_name","session_id","task_type","status","id","created_date","updated_date","created_by_id","created_by","is_sample"
"PDF to Word Typing","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":25,""active_seconds"":34,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-15T13:23:16.108Z""}","2026-05-15T13:22:11.952Z","69ce047408544a65d7f37308","Piyush Chourisiya","session_1778851331952_2qghlons3","PDF to Word Typing","LIVE","6a03299af0c954d3aab24014","2026-05-12T13:22:34.967000","2026-05-12T13:23:39.058000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":20,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-13T13:17:00.020Z""}","2026-05-13T13:16:37.593Z","69ce047408544a65d7f37308","Piyush Chourisiya","session_1778678197593_ywoj3awlc","Data Entry","LIVE","6a03283ddf3ce544ba0b6e02","2026-05-12T13:16:45.324000","2026-05-12T13:17:07.151000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":5,""active_seconds"":42,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-12T13:10:35.151Z""}","2026-05-12T13:09:48.418Z","69ce047408544a65d7f37308","Piyush Chourisiya","session_1778591388418_3b94z55c7","Data Entry","LIVE","6a03269db7e7488e339f03b6","2026-05-12T13:09:49.379000","2026-05-12T13:10:36.203000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":12977,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":962,""tab_switch_count"":8,""last_switch_time"":""2026-05-12T11:15:33.788Z"",""window_minimized_seconds"":5383,""screen_hidden_events"":8,""idle_time_seconds"":4785,""active_seconds"":19732,""wpm"":9,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-12T14:29:32.655Z""}","2026-05-12T06:21:43.306Z","69d8d9fee96ddf658a297167","Prachi Verma","session_1778566903306_xrr4j1oky","Data Entry","LIVE","6a02c6f74b195379e7a49dad","2026-05-12T06:21:43.818000","2026-05-12T14:29:33.019000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":6449,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":185,""tab_switch_count"":30,""last_switch_time"":""2026-05-12T12:04:24.091Z"",""window_minimized_seconds"":3293,""screen_hidden_events"":30,""idle_time_seconds"":4685,""active_seconds"":13866,""wpm"":13,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-12T11:52:10.397Z"",""last_activity"":""2026-05-12T12:09:29.592Z""}","2026-05-12T06:19:29.099Z","69d5faff5f9399792859a46d","Neeraj rathor","session_1778566769099_ytawgut44","Data Entry","LIVE","6a02c67116c01b6b0226fa13","2026-05-12T06:19:29.338000","2026-05-12T12:09:29.652000","anonymous","anonymous","false"
"Form Filling","{""total_typed_chars"":13430,""total_pasted_chars"":138,""paste_event_count"":1,""last_paste_length"":138,""backspace_count"":519,""tab_switch_count"":2,""last_switch_time"":""2026-05-11T11:35:28.983Z"",""window_minimized_seconds"":72,""screen_hidden_events"":2,""idle_time_seconds"":2280,""active_seconds"":17562,""wpm"":19,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-11T11:35:18.962Z"",""last_activity"":""2026-05-11T11:37:10.242Z""}","2026-05-11T06:06:20.370Z","69de121de938868996f01133","Nitesh Aheer","session_1778479580370_bkphq0zur","Form Filling","LIVE","6a0171dde2e22a1345d922a7","2026-05-11T06:06:21.171000","2026-05-11T11:37:10.399000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":1909,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":297,""tab_switch_count"":67,""last_switch_time"":""2026-05-11T07:05:48.277Z"",""window_minimized_seconds"":212,""screen_hidden_events"":4,""idle_time_seconds"":235,""active_seconds"":4420,""wpm"":5,""items_saved"":65,""speed_per_hour"":0,""elapsed_seconds"":-45328,""last_save"":null,""last_activity"":""2026-05-11T17:12:10.219Z"",""task_content"":""Data Entry - 65/65 entries completed""}","2026-05-12T05:47:32.418Z","69ce047408544a65d7f37308","Piyush Chourisiya","session_1778564852418_63m9cwne1","Data Entry","LIVE","6a016dd5edab7d841f561926","2026-05-11T05:49:09.620000","2026-05-11T17:13:54.907000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":12,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-11T05:45:05.890Z""}","2026-05-11T05:44:52.355Z","69ce047408544a65d7f37308","Piyush Chourisiya","session_1778478292355_1g16tgvkp","Data Entry","LIVE","6a016d308795500dd86b4f8f","2026-05-11T05:46:24.269000","2026-05-11T05:46:37.281000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":885,""tab_switch_count"":29,""last_switch_time"":""2026-05-11T10:51:59.515Z"",""window_minimized_seconds"":3867,""screen_hidden_events"":29,""idle_time_seconds"":530,""active_seconds"":15798,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-11T10:48:23.996Z"",""last_activity"":""2026-05-11T10:52:05.467Z""}","2026-05-11T05:30:07.901Z","69ce07003023e363f36f9163","Chandra mohan Jangde","session_1778477407901_msl9vr6d7","Data Entry","LIVE","6a016960a94777a4059dabaf","2026-05-11T05:30:08.464000","2026-05-11T10:52:06.039000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":1132,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":178,""tab_switch_count"":12,""last_switch_time"":""2026-05-09T09:39:03.996Z"",""window_minimized_seconds"":3296,""screen_hidden_events"":12,""idle_time_seconds"":1410,""active_seconds"":2978,""wpm"":15,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-09T09:42:19.969Z""}","2026-05-09T07:44:03.783Z","69d8d9fee96ddf658a297167","Prachi Verma","session_1778312643783_frntqcvgk","Data Entry","LIVE","69fee5bd4b97644adcc53786","2026-05-09T07:43:57.357000","2026-05-09T09:42:13.637000","anonymous","anonymous","false"
"Grammar Correction","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":2,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-09T07:32:41.250Z""}","2026-05-09T07:32:36.093Z","69eb222d620d9c8c1033741e","Daksh panchal","session_1778311956093_p4atbqinz","Grammar Correction","LIVE","69fee314a58808b8994d80d7","2026-05-09T07:32:36.787000","2026-05-09T07:32:41.453000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":322,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":57,""tab_switch_count"":2,""last_switch_time"":""2026-05-08T14:25:18.526Z"",""window_minimized_seconds"":24,""screen_hidden_events"":2,""idle_time_seconds"":20,""active_seconds"":916,""wpm"":9,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-08T14:31:04.201Z"",""last_activity"":""2026-05-08T14:38:38.358Z""}","2026-05-08T14:22:42.840Z","69d7afe9b38776b487b42466","Arjun gurjar","session_1778250162840_t15wjuwcp","Data Entry","LIVE","69fdf1b4a39893a263063e65","2026-05-08T14:22:44.570000","2026-05-08T14:38:39.045000","anonymous","anonymous","false"
"Form Filling","{""total_typed_chars"":13567,""total_pasted_chars"":138,""paste_event_count"":1,""last_paste_length"":138,""backspace_count"":589,""tab_switch_count"":2,""last_switch_time"":""2026-05-08T12:19:27.494Z"",""window_minimized_seconds"":342,""screen_hidden_events"":2,""idle_time_seconds"":2285,""active_seconds"":17906,""wpm"":16,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-08T12:18:36.412Z"",""last_activity"":""2026-05-08T12:21:21.363Z""}","2026-05-08T06:41:46.674Z","69ce057536ae09b05b567b92","Noman","session_1778222506674_9nldhx8bl","Form Filling","LIVE","69fd85ade949694ece2bc22e","2026-05-08T06:41:49.063000","2026-05-08T12:21:23.279000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":16769,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":2168,""tab_switch_count"":4,""last_switch_time"":""2026-05-07T14:12:22.205Z"",""window_minimized_seconds"":45,""screen_hidden_events"":4,""idle_time_seconds"":2060,""active_seconds"":15572,""wpm"":11,""items_saved"":65,""speed_per_hour"":13.1,""elapsed_seconds"":17856,""last_save"":""2026-05-07T14:11:35.935Z"",""last_activity"":""2026-05-07T14:17:06.539Z"",""task_content"":""Data Entry - 65/65 entries completed""}","2026-05-07T09:19:30.086Z","69e61963cd9ea118cc9f4d2b","Munish kumar","session_1778145570086_f2w0pma06","Data Entry","LIVE","69fc59259897a4d345ee2976","2026-05-07T09:19:33.199000","2026-05-07T14:17:09.041000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":15630,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":998,""tab_switch_count"":1,""last_switch_time"":""2026-05-06T14:50:14.644Z"",""window_minimized_seconds"":0,""screen_hidden_events"":1,""idle_time_seconds"":965,""active_seconds"":14674,""wpm"":2,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-06T14:50:05.622Z"",""last_activity"":""2026-05-06T14:51:11.740Z""}","2026-05-06T10:30:15.931Z","69e61963cd9ea118cc9f4d2b","Munish kumar","session_1778063415931_i3e8h8alu","Data Entry","LIVE","69fb183b01ebc2e702423593","2026-05-06T10:30:19.490000","2026-05-06T14:51:14.794000","anonymous","anonymous","false"
"Form Filling","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":2,""last_switch_time"":""2026-05-06T09:34:33.333Z"",""window_minimized_seconds"":106,""screen_hidden_events"":2,""idle_time_seconds"":35,""active_seconds"":292,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-06T09:37:38.478Z""}","2026-05-06T09:31:54.966Z","69db4d20e0c48c21f2a0eb41","Prashant katare","session_1778059914966_fmwm6m7rr","Form Filling","LIVE","69fb0a8c3dceb181c966c630","2026-05-06T09:31:56.015000","2026-05-06T09:37:39.065000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":314,""tab_switch_count"":8,""last_switch_time"":""2026-05-06T06:56:39.904Z"",""window_minimized_seconds"":1033,""screen_hidden_events"":8,""idle_time_seconds"":185,""active_seconds"":5724,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-06T06:57:26.752Z""}","2026-05-06T05:05:48.565Z","69ce07003023e363f36f9163","Chandra mohan Jangde","session_1778043948565_yo1zm0cky","Data Entry","LIVE","69facc2cc188e1ed002244aa","2026-05-06T05:05:48.879000","2026-05-06T06:57:27.034000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":3575,""total_pasted_chars"":0,""paste_event_count"":7,""last_paste_length"":0,""backspace_count"":130,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":180,""active_seconds"":4848,""wpm"":10,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-05T11:17:03.315Z"",""last_activity"":""2026-05-05T11:25:16.965Z""}","2026-05-05T10:00:42.371Z","69ce057536ae09b05b567b92","Noman","session_1777975242371_hvi58o71u","Data Entry","LIVE","69f9bfca98ac71a6c80ec85b","2026-05-05T10:00:42.499000","2026-05-05T11:25:16.630000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":15623,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":804,""tab_switch_count"":2,""last_switch_time"":""2026-05-05T13:37:01.393Z"",""window_minimized_seconds"":384,""screen_hidden_events"":2,""idle_time_seconds"":1260,""active_seconds"":14486,""wpm"":8,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-05T13:36:43.519Z"",""last_activity"":""2026-05-05T13:41:38.141Z""}","2026-05-05T09:15:06.816Z","69e61963cd9ea118cc9f4d2b","Munish kumar","session_1777972506816_oxuqtsbxs","Data Entry","LIVE","69f9b51dba2373d5e57c558c","2026-05-05T09:15:09.455000","2026-05-05T13:41:39.997000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":5,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":5,""tab_switch_count"":5,""last_switch_time"":""2026-05-05T08:24:23.833Z"",""window_minimized_seconds"":1818,""screen_hidden_events"":5,""idle_time_seconds"":225,""active_seconds"":226,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-05T08:48:02.232Z""}","2026-05-05T08:15:15.766Z","69cdfdfd495b883b07a9863b","Mahendra Gurjar","session_1777968915766_flqrlenkv","Data Entry","LIVE","69f9a7145204095795896006","2026-05-05T08:15:16.506000","2026-05-05T08:48:02.671000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":7075,""total_pasted_chars"":0,""paste_event_count"":7,""last_paste_length"":0,""backspace_count"":272,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":1615,""active_seconds"":10436,""wpm"":24,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-05T09:47:27.251Z"",""last_activity"":""2026-05-05T09:55:30.970Z""}","2026-05-05T06:34:34.314Z","69ce057536ae09b05b567b92","Noman","session_1777962874314_28v5k50vg","Data Entry","LIVE","69f98f7e9615fb8649b6517b","2026-05-05T06:34:38.994000","2026-05-05T09:55:31.172000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":2,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":86,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-04T16:01:51.685Z""}","2026-05-04T16:00:23.341Z","69d3536db57b9cb53e1aff8a","Farheen","session_1777910423341_jligztmh1","Data Entry","LIVE","69f8c297cb7d6b95a08291fb","2026-05-04T16:00:23.403000","2026-05-04T16:01:51.828000","anonymous","anonymous","false"
"PDF to Word Typing","{""total_typed_chars"":1398,""total_pasted_chars"":82,""paste_event_count"":1,""last_paste_length"":82,""backspace_count"":1058,""tab_switch_count"":71,""last_switch_time"":""2026-05-04T17:58:21.622Z"",""window_minimized_seconds"":5679,""screen_hidden_events"":71,""idle_time_seconds"":1830,""active_seconds"":12208,""wpm"":2,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-04T17:56:45.031Z"",""last_activity"":""2026-05-04T17:58:45.804Z""}","2026-05-04T12:44:53.408Z","69d3846679da668f9db1387b","Zuned khan","session_1777898693408_wvhyjrty0","PDF to Word Typing","LIVE","69f894c5c8c83492e542d935","2026-05-04T12:44:53.953000","2026-05-04T17:58:46.240000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":5819,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":639,""tab_switch_count"":2,""last_switch_time"":""2026-05-04T11:47:28.151Z"",""window_minimized_seconds"":134,""screen_hidden_events"":2,""idle_time_seconds"":1915,""active_seconds"":8014,""wpm"":14,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-04T11:36:25.200Z"",""last_activity"":""2026-05-04T11:47:53.209Z""}","2026-05-04T09:01:20.888Z","69d7b031aa5f61aa6ab3ef11","Deepika gurjar","session_1777885280888_myq64678w","Data Entry","LIVE","69f860614b1d3439fad50edb","2026-05-04T09:01:21.641000","2026-05-04T11:47:53.917000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":473,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":22,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":1334,""wpm"":7,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-04T08:27:39.180Z"",""last_activity"":""2026-05-04T08:30:38.935Z""}","2026-05-04T08:08:19.514Z","69ce1e85fcb49a6bde7d3a5b","Brijesh chauhan","session_1777882099514_uim16glsj","Data Entry","LIVE","69f85406ca4facbb3b470113","2026-05-04T08:08:38.858000","2026-05-04T08:30:57.924000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":3,""tab_switch_count"":18,""last_switch_time"":""2026-05-04T08:48:49.640Z"",""window_minimized_seconds"":2253,""screen_hidden_events"":18,""idle_time_seconds"":160,""active_seconds"":298,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-04T08:10:20.852Z"",""last_activity"":""2026-05-04T08:49:39.416Z""}","2026-05-04T08:07:28.081Z","69eb55ccb14d7094c35bff5b","Krishan Murari Sharma","session_1777882048081_97zsnyb1v","Data Entry","LIVE","69f853c0f6dff069f143ec9e","2026-05-04T08:07:28.763000","2026-05-04T08:49:39.685000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":16145,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":1738,""tab_switch_count"":4,""last_switch_time"":""2026-05-04T11:04:46.758Z"",""window_minimized_seconds"":86,""screen_hidden_events"":4,""idle_time_seconds"":1840,""active_seconds"":16576,""wpm"":10,""items_saved"":65,""speed_per_hour"":12.6,""elapsed_seconds"":18529,""last_save"":""2026-05-04T11:04:21.543Z"",""last_activity"":""2026-05-04T11:11:33.010Z"",""task_content"":""Data Entry - 65/65 entries completed""}","2026-05-04T06:02:42.436Z","69e61963cd9ea118cc9f4d2b","Munish kumar","session_1777874562436_4cr4ky59o","Data Entry","LIVE","69f83683e5cc40e185cf24a2","2026-05-04T06:02:43.507000","2026-05-04T11:11:33.930000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":2120,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":110,""tab_switch_count"":24,""last_switch_time"":""2026-05-04T05:12:22.545Z"",""window_minimized_seconds"":1491,""screen_hidden_events"":24,""idle_time_seconds"":645,""active_seconds"":4452,""wpm"":10,""items_saved"":9,""speed_per_hour"":5.6,""elapsed_seconds"":5748,""last_save"":""2026-05-04T05:16:36.704Z"",""last_activity"":""2026-05-04T05:18:13.275Z"",""task_content"":""Data Entry - 9/65 entries completed""}","2026-05-04T03:42:24.400Z","69de121de938868996f01133","Nitesh Aheer","session_1777866144400_zyvsm8mjh","Data Entry","LIVE","69f815a1d2ff83ed7250606b","2026-05-04T03:42:25.167000","2026-05-04T05:18:13.044000","anonymous","anonymous","false"
"PDF to Word Typing","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":18,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-03T05:36:33.450Z""}","2026-05-03T05:36:14.553Z","69de121de938868996f01133","Nitesh Aheer","session_1777786574553_1tcj9pmo9","PDF to Word Typing","LIVE","69f6decee334a13bbb7c2f1e","2026-05-03T05:36:14.810000","2026-05-03T05:36:33.841000","anonymous","anonymous","false"
"Form Filling","{""total_typed_chars"":266,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":15,""tab_switch_count"":4,""last_switch_time"":""2026-05-02T12:34:05.674Z"",""window_minimized_seconds"":257,""screen_hidden_events"":4,""idle_time_seconds"":115,""active_seconds"":568,""wpm"":16,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":""2026-05-02T12:35:08.031Z"",""last_activity"":""2026-05-02T12:35:10.281Z""}","2026-05-02T12:23:14.474Z","69de121de938868996f01133","Nitesh Aheer","session_1777724594474_a5cgay8qz","Form Filling","LIVE","69f5ecb320a09b82e5809ad5","2026-05-02T12:23:15.129000","2026-05-02T12:35:10.520000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":1757,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":139,""tab_switch_count"":9,""last_switch_time"":""2026-05-02T11:37:18.293Z"",""window_minimized_seconds"":618,""screen_hidden_events"":9,""idle_time_seconds"":360,""active_seconds"":1908,""wpm"":9,""items_saved"":7,""speed_per_hour"":10.1,""elapsed_seconds"":2483,""last_save"":""2026-05-02T11:35:04.882Z"",""last_activity"":""2026-05-02T11:40:51.106Z"",""task_content"":""Data Entry - 7/65 entries completed""}","2026-05-02T10:59:27.672Z","69e080c316eada7181a563d4","Abdul wahab","session_1777719567672_b0secd00p","Data Entry","LIVE","69f5d91221c6cfe6dbee41d7","2026-05-02T10:59:30.055000","2026-05-02T11:40:53.012000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":6999,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":858,""tab_switch_count"":13,""last_switch_time"":""2026-05-02T15:27:13.244Z"",""window_minimized_seconds"":11448,""screen_hidden_events"":13,""idle_time_seconds"":2945,""active_seconds"":11740,""wpm"":163,""items_saved"":20,""speed_per_hour"":2.9,""elapsed_seconds"":25088,""last_save"":""2026-05-02T11:30:58.366Z"",""last_activity"":""2026-05-02T15:31:35.834Z"",""task_content"":""Data Entry - 20/65 entries completed""}","2026-05-02T08:33:16.496Z","69d7b031aa5f61aa6ab3ef11","Deepika gurjar","session_1777710796496_zy9x5jb5g","Data Entry","LIVE","69f5b5f52fd09447e1f57606","2026-05-02T08:29:41.776000","2026-05-02T15:28:00.951000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":12,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-02T07:40:23.198Z""}","2026-05-02T07:40:09.826Z","69e7508f9d195e0534a753ec","Bhavesh gaur","session_1777707609826_pgojrx5n7","Data Entry","LIVE","69f5aa5bba88fe1128797531","2026-05-02T07:40:11.052000","2026-05-02T07:40:23.999000","anonymous","anonymous","false"
"Data Entry","{""total_typed_chars"":47,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":220,""active_seconds"":150,""wpm"":7,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-01T15:44:16.008Z""}","2026-05-01T15:38:04.929Z","69de121de938868996f01133","Nitesh Aheer","session_1777649884929_f8exfx7l3","Data Entry","LIVE","69f4c8ddeddb0fc1750c1365","2026-05-01T15:38:05.228000","2026-05-01T15:44:16.279000","anonymous","anonymous","false"
"PDF to Word Typing","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":24,""wpm"":0,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-01T15:37:15.810Z""}","2026-05-01T15:36:45.504Z","69de121de938868996f01133","Nitesh Aheer","session_1777649805504_1xdgx1gjk","PDF to Word Typing","LIVE","69f4c88e63805c4439d654ea","2026-05-01T15:36:46.227000","2026-05-01T15:37:16.018000","anonymous","anonymous","false"
"PDF to Word Typing","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":303,""tab_switch_count"":2,""last_switch_time"":""2026-05-01T11:18:07.932Z"",""window_minimized_seconds"":50,""screen_hidden_events"":2,""idle_time_seconds"":0,""active_seconds"":3850,""wpm"":0,""last_save"":""2026-05-01T11:17:22.304Z"",""last_activity"":""2026-05-01T11:18:52.188Z""}","2026-05-01T10:14:15.323Z","","Unknown","tracker_unknown_1777630455323","","ACTIVE","69f47cfc766d9cee67b7a18a","2026-05-01T10:14:20.172000","2026-05-01T11:18:52.725000","anonymous","anonymous","false"
"Form Filling","{""total_typed_chars"":3653,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":846,""tab_switch_count"":7,""last_switch_time"":""2026-05-01T12:26:25.960Z"",""window_minimized_seconds"":336,""screen_hidden_events"":7,""idle_time_seconds"":755,""active_seconds"":12548,""wpm"":5,""items_saved"":0,""speed_per_hour"":0,""elapsed_seconds"":0,""last_save"":null,""last_activity"":""2026-05-01T12:36:17.670Z""}","2026-05-01T08:44:38.908Z","69de590fbe00225799fc98ae","Juhi","session_1777625078908_gttvp8pib","Form Filling","LIVE","69f467f72dcf4d9a0138900c","2026-05-01T08:44:39.753000","2026-05-01T12:36:18.418000","anonymous","anonymous","false"
