"task_name","duration_seconds","start_time","metadata","user_id","user_name","activity_type","preview_image_url","end_time","task_id","id","created_date","updated_date","created_by_id","created_by","is_sample"
"Data Entry","6680","2026-05-15T11:23:40.769Z","{""total_typed_chars"":4098,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":235,""tab_switch_count"":2,""last_switch_time"":""2026-05-15T13:11:45.350Z"",""window_minimized_seconds"":3006,""screen_hidden_events"":2,""idle_time_seconds"":365,""active_seconds"":3414,""wpm"":21,""last_save"":null,""last_activity"":""2026-05-15T13:15:01.476Z""}","69dde793aa4f6698371f73da","Vishakha mahawar","task_started","","2026-05-15T13:15:01.476Z","Data Entry","6a07023c1cb38920ac8219fa","2026-05-15T11:23:40.557000","2026-05-15T13:15:00.564000","anonymous","anonymous","false"
"Data Entry","-171388","2026-05-16T08:15:32.128Z","{""total_typed_chars"":419,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":45,""tab_switch_count"":4,""last_switch_time"":""2026-05-16T08:29:21.605Z"",""window_minimized_seconds"":150,""screen_hidden_events"":4,""idle_time_seconds"":460,""active_seconds"":940,""wpm"":7,""last_save"":""2026-05-16T08:23:00.727Z"",""last_activity"":""2026-05-14T08:39:05.008Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","2026-05-14T08:39:05.008Z","Data Entry","6a0584b5c8fa77416b92fa64","2026-05-14T08:15:49.509000","2026-05-14T08:39:30.025000","anonymous","anonymous","false"
"Data Entry","22280","2026-05-14T07:42:18.366Z","{""total_typed_chars"":13029,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":891,""tab_switch_count"":1,""last_switch_time"":""2026-05-14T13:15:38.698Z"",""window_minimized_seconds"":0,""screen_hidden_events"":1,""idle_time_seconds"":2350,""active_seconds"":19902,""wpm"":4,""last_save"":""2026-05-14T13:51:40.804Z"",""last_activity"":""2026-05-14T13:53:38.813Z""}","69d8d9fee96ddf658a297167","Prachi Verma","task_started","","2026-05-14T13:53:38.813Z","Data Entry","6a057cd9b1bc961fe4150d00","2026-05-14T07:42:17.697000","2026-05-14T13:53:38.275000","anonymous","anonymous","false"
"Form Filling","","2026-05-14T07:39:01.065Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":0,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-14T07:39:01.065Z""}","69d8d9fee96ddf658a297167","Prachi Verma","task_started","","","Form Filling","6a057c15b06bd90445fb0634","2026-05-14T07:39:01.460000","2026-05-14T07:39:01.460000","anonymous","anonymous","false"
"PDF to Word Typing","61","2026-05-14T07:12:17.350Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":58,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-14T07:13:18.414Z""}","69ce04fb1ae8004564d4a5a7","Manish suman","task_started","","2026-05-14T07:13:18.414Z","PDF to Word Typing","6a0575d261e6111cf2137efe","2026-05-14T07:12:18.059000","2026-05-14T07:13:18.700000","anonymous","anonymous","false"
"Data Entry","","2026-05-15T05:55:54.663Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":0,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-15T05:55:54.664Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","","Data Entry","6a05640568ea0fe4231f2528","2026-05-14T05:56:21.240000","2026-05-14T05:56:21.240000","anonymous","anonymous","false"
"Form Filling","658","2026-05-13T10:45:58.536Z","{""total_typed_chars"":440,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":23,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":45,""active_seconds"":594,""wpm"":17,""last_save"":""2026-05-13T10:56:57.068Z"",""last_activity"":""2026-05-13T10:56:57.071Z""}","69de121de938868996f01133","Nitesh Aheer","task_abandoned","","2026-05-13T10:56:57.071Z","Form Filling","6a045668b2599f995d97a245","2026-05-13T10:46:00.647000","2026-05-13T10:56:58.895000","anonymous","anonymous","false"
"Data Entry","680","2026-05-14T08:30:44.335Z","{""total_typed_chars"":304,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":61,""tab_switch_count"":4,""last_switch_time"":""2026-05-14T08:40:30.785Z"",""window_minimized_seconds"":56,""screen_hidden_events"":4,""idle_time_seconds"":0,""active_seconds"":680,""wpm"":7,""last_save"":""2026-05-14T08:39:14.610Z"",""last_activity"":""2026-05-14T08:42:05.149Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","2026-05-14T08:42:05.149Z","Data Entry","6a0436bd5e466c2884f3e95d","2026-05-13T08:30:53.557000","2026-05-13T08:42:13.997000","anonymous","anonymous","false"
"Data Entry","14747","2026-05-13T06:37:29.178Z","{""total_typed_chars"":12587,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":575,""tab_switch_count"":2,""last_switch_time"":""2026-05-13T10:41:39.605Z"",""window_minimized_seconds"":371,""screen_hidden_events"":2,""idle_time_seconds"":1065,""active_seconds"":13440,""wpm"":17,""last_save"":""2026-05-13T10:41:02.952Z"",""last_activity"":""2026-05-13T10:43:16.679Z""}","69de121de938868996f01133","Nitesh Aheer","task_started","","2026-05-13T10:43:16.679Z","Data Entry","6a041c30f2b0d524573f4f71","2026-05-13T06:37:36.349000","2026-05-13T10:43:18.541000","anonymous","anonymous","false"
"Form Filling","","2026-05-14T05:12:49.511Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":0,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-14T05:12:49.511Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","","Form Filling","6a0408740084dcb68a426c21","2026-05-13T05:13:24.468000","2026-05-13T05:13:24.468000","anonymous","anonymous","false"
"PDF to Word Typing","60","2026-05-15T13:22:12.481Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":25,""active_seconds"":34,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-15T13:23:13.113Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","2026-05-15T13:23:13.113Z","PDF to Word Typing","6a03299b5f854a4c06202db8","2026-05-12T13:22:35.690000","2026-05-12T13:23:36.226000","anonymous","anonymous","false"
"Form Filling","60","2026-05-13T13:18:03.707Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":20,""active_seconds"":40,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-13T13:19:04.454Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","2026-05-13T13:19:04.454Z","Form Filling","6a03289300b1a6e35b8a3c4a","2026-05-12T13:18:11.167000","2026-05-12T13:19:11.691000","anonymous","anonymous","false"
"Data Entry","20","2026-05-13T13:16:38.594Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":20,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-13T13:16:59.014Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","2026-05-13T13:16:59.014Z","Data Entry","6a03283dca8793e6fbf0f911","2026-05-12T13:16:45.721000","2026-05-12T13:17:06.466000","anonymous","anonymous","false"
"PDF to Word Typing","40","2026-05-12T13:14:35.648Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":40,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-12T13:15:16.070Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","2026-05-12T13:15:16.070Z","PDF to Word Typing","6a0327bcfe1ca963d9b7617b","2026-05-12T13:14:36.244000","2026-05-12T13:15:16.728000","anonymous","anonymous","false"
"Grammar Correction","","2026-05-12T13:13:27.902Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":0,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-12T13:13:27.903Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","","Grammar Correction","6a0327784540bc38fec2d67e","2026-05-12T13:13:28.471000","2026-05-12T13:13:28.471000","anonymous","anonymous","false"
"Form Filling","40","2026-05-12T13:11:13.718Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":5,""active_seconds"":34,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-12T13:11:54.442Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","2026-05-12T13:11:54.442Z","Form Filling","6a0326f29e839c438ced2071","2026-05-12T13:11:14.326000","2026-05-12T13:11:55.066000","anonymous","anonymous","false"
"Data Entry","40","2026-05-12T13:09:49.205Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":5,""active_seconds"":38,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-12T13:10:30.152Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","2026-05-12T13:10:30.152Z","Data Entry","6a03269eeced150d1d35b5c4","2026-05-12T13:09:50.246000","2026-05-12T13:10:30.715000","anonymous","anonymous","false"
"Data Entry","29260","2026-05-12T06:21:44.064Z","{""total_typed_chars"":12977,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":962,""tab_switch_count"":8,""last_switch_time"":""2026-05-12T11:15:33.788Z"",""window_minimized_seconds"":5383,""screen_hidden_events"":8,""idle_time_seconds"":4785,""active_seconds"":19724,""wpm"":9,""last_save"":null,""last_activity"":""2026-05-12T14:29:24.661Z""}","69d8d9fee96ddf658a297167","Prachi Verma","task_started","","2026-05-12T14:29:24.661Z","Data Entry","6a02c6f8ae75df6955f671fd","2026-05-12T06:21:44.545000","2026-05-12T14:29:24.929000","anonymous","anonymous","false"
"Data Entry","20999","2026-05-12T06:19:29.793Z","{""total_typed_chars"":6449,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":185,""tab_switch_count"":30,""last_switch_time"":""2026-05-12T12:04:24.091Z"",""window_minimized_seconds"":3293,""screen_hidden_events"":30,""idle_time_seconds"":4685,""active_seconds"":13866,""wpm"":13,""last_save"":""2026-05-12T11:52:10.397Z"",""last_activity"":""2026-05-12T12:09:29.593Z""}","69d5faff5f9399792859a46d","Neeraj rathor","task_started","","2026-05-12T12:09:29.593Z","Data Entry","6a02c6713e7e1b1deb760480","2026-05-12T06:19:29.970000","2026-05-12T12:09:29.593000","anonymous","anonymous","false"
"Data Entry","17004","2026-05-12T05:01:23.625Z","{""total_typed_chars"":12720,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":816,""tab_switch_count"":1,""last_switch_time"":""2026-05-12T09:43:19.249Z"",""window_minimized_seconds"":58,""screen_hidden_events"":1,""idle_time_seconds"":2200,""active_seconds"":14730,""wpm"":14,""last_save"":""2026-05-12T09:40:13.322Z"",""last_activity"":""2026-05-12T09:44:47.867Z""}","69de121de938868996f01133","Nitesh Aheer","task_started","","2026-05-12T09:44:47.867Z","Data Entry","6a02b4273db4dab48cf81481","2026-05-12T05:01:27.702000","2026-05-12T09:44:48.049000","anonymous","anonymous","false"
"Form Filling","19840","2026-05-11T06:06:21.422Z","{""total_typed_chars"":13429,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":519,""tab_switch_count"":2,""last_switch_time"":""2026-05-11T11:35:28.983Z"",""window_minimized_seconds"":72,""screen_hidden_events"":2,""idle_time_seconds"":2280,""active_seconds"":17554,""wpm"":19,""last_save"":""2026-05-11T11:35:18.962Z"",""last_activity"":""2026-05-11T11:37:02.253Z""}","69de121de938868996f01133","Nitesh Aheer","task_started","","2026-05-11T11:37:02.253Z","Form Filling","6a0171ded48a6917a77f35d1","2026-05-11T06:06:22.029000","2026-05-11T11:37:02.396000","anonymous","anonymous","false"
"Data Entry","-81688","2026-05-12T05:47:32.847Z","{""total_typed_chars"":1908,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":297,""tab_switch_count"":4,""last_switch_time"":""2026-05-11T07:05:48.277Z"",""window_minimized_seconds"":212,""screen_hidden_events"":4,""idle_time_seconds"":235,""active_seconds"":4416,""wpm"":4,""last_save"":null,""last_activity"":""2026-05-11T07:06:05.530Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","2026-05-11T07:06:05.530Z","Data Entry","6a016dd57dd4939917f496a7","2026-05-11T05:49:09.947000","2026-05-11T07:07:50.342000","anonymous","anonymous","false"
"Data Entry","","2026-05-11T05:44:53.234Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":0,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-11T05:44:53.234Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","","Data Entry","6a016d3021f038a2db0e2115","2026-05-11T05:46:24.915000","2026-05-11T05:46:24.915000","anonymous","anonymous","false"
"Data Entry","19311","2026-05-11T05:30:08.740Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":885,""tab_switch_count"":29,""last_switch_time"":""2026-05-11T10:51:59.515Z"",""window_minimized_seconds"":3867,""screen_hidden_events"":29,""idle_time_seconds"":530,""active_seconds"":15794,""wpm"":0,""last_save"":""2026-05-11T10:48:23.996Z"",""last_activity"":""2026-05-11T10:52:00.467Z""}","69ce07003023e363f36f9163","Chandra mohan Jangde","task_started","","2026-05-11T10:52:00.467Z","Data Entry","6a01696140801b39edb453cc","2026-05-11T05:30:09.139000","2026-05-11T10:52:00.717000","anonymous","anonymous","false"
"Data Entry","6369","2026-05-09T14:45:28.063Z","{""total_typed_chars"":1659,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":191,""tab_switch_count"":6,""last_switch_time"":""2026-05-09T15:50:38.698Z"",""window_minimized_seconds"":2582,""screen_hidden_events"":6,""idle_time_seconds"":810,""active_seconds"":3172,""wpm"":8,""last_save"":""2026-05-09T15:47:09.935Z"",""last_activity"":""2026-05-09T16:31:37.973Z""}","69de121de938868996f01133","Nitesh Aheer","task_started","","2026-05-09T16:31:37.973Z","Data Entry","69ff488896a599ecd749b45c","2026-05-09T14:45:28.849000","2026-05-09T16:31:38.172000","anonymous","anonymous","false"
"Data Entry","57","2026-05-09T09:15:22.745Z","{""total_typed_chars"":12,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":56,""wpm"":5,""last_save"":null,""last_activity"":""2026-05-09T09:16:19.998Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_abandoned","","2026-05-09T09:16:19.998Z","Data Entry","69fefb86ae116a3704420b5b","2026-05-09T09:16:54.265000","2026-05-09T09:17:51.152000","anonymous","anonymous","false"
"Data Entry","7080","2026-05-09T07:44:04.387Z","{""total_typed_chars"":1132,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":178,""tab_switch_count"":12,""last_switch_time"":""2026-05-09T09:39:03.996Z"",""window_minimized_seconds"":3296,""screen_hidden_events"":12,""idle_time_seconds"":1410,""active_seconds"":2964,""wpm"":15,""last_save"":null,""last_activity"":""2026-05-09T09:42:04.963Z""}","69d8d9fee96ddf658a297167","Prachi Verma","task_started","","2026-05-09T09:42:04.963Z","Data Entry","69fee5bdbd5d05a8a89e5a0d","2026-05-09T07:43:57.918000","2026-05-09T09:41:58.617000","anonymous","anonymous","false"
"Grammar Correction","","2026-05-09T07:38:48.999Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":0,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-09T07:38:48.999Z""}","69d8d9fee96ddf658a297167","Prachi Verma","task_started","","","Grammar Correction","69fee4824413e2abefcd23e2","2026-05-09T07:38:42.561000","2026-05-09T07:38:42.561000","anonymous","anonymous","false"
"Grammar Correction","","2026-05-09T07:32:37.063Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":0,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-09T07:32:37.065Z""}","69eb222d620d9c8c1033741e","Daksh panchal","task_started","","","Grammar Correction","69fee315ff0e92f1c9e8c3ac","2026-05-09T07:32:37.817000","2026-05-09T07:32:37.817000","anonymous","anonymous","false"
"Data Entry","941","2026-05-08T14:22:45.301Z","{""total_typed_chars"":322,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":57,""tab_switch_count"":2,""last_switch_time"":""2026-05-08T14:25:18.526Z"",""window_minimized_seconds"":24,""screen_hidden_events"":2,""idle_time_seconds"":20,""active_seconds"":906,""wpm"":9,""last_save"":""2026-05-08T14:31:04.201Z"",""last_activity"":""2026-05-08T14:38:27.168Z""}","69d7afe9b38776b487b42466","Arjun gurjar","task_started","","2026-05-08T14:38:27.168Z","Data Entry","69fdf1b6c5770795088662d0","2026-05-08T14:22:46.886000","2026-05-08T14:38:27.970000","anonymous","anonymous","false"
"Form Filling","20360","2026-05-08T06:41:47.587Z","{""total_typed_chars"":13567,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":589,""tab_switch_count"":2,""last_switch_time"":""2026-05-08T12:19:27.494Z"",""window_minimized_seconds"":342,""screen_hidden_events"":2,""idle_time_seconds"":2285,""active_seconds"":17894,""wpm"":16,""last_save"":""2026-05-08T12:18:36.412Z"",""last_activity"":""2026-05-08T12:21:08.372Z""}","69ce057536ae09b05b567b92","Noman","task_started","","2026-05-08T12:21:08.371Z","Form Filling","69fd85adb4d247951a70225a","2026-05-08T06:41:49.820000","2026-05-08T12:21:10.290000","anonymous","anonymous","false"
"Data Entry","17855","2026-05-07T09:19:30.547Z","{""total_typed_chars"":16769,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":2168,""tab_switch_count"":4,""last_switch_time"":""2026-05-07T14:12:22.205Z"",""window_minimized_seconds"":45,""screen_hidden_events"":4,""idle_time_seconds"":2065,""active_seconds"":15572,""wpm"":11,""last_save"":""2026-05-07T14:11:35.935Z"",""last_activity"":""2026-05-07T14:17:06.169Z""}","69e61963cd9ea118cc9f4d2b","Munish kumar","task_started","","2026-05-07T14:17:06.169Z","Data Entry","69fc592528b2e8e54bdeb424","2026-05-07T09:19:33.680000","2026-05-07T14:17:08.744000","anonymous","anonymous","false"
"Form Filling","6","2026-05-07T09:19:12.796Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":4,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-07T09:19:19.441Z""}","69e61963cd9ea118cc9f4d2b","Munish kumar","task_abandoned","","2026-05-07T09:19:19.441Z","Form Filling","69fc5914b7b7d8143999a9e1","2026-05-07T09:19:16.180000","2026-05-07T09:19:22.793000","anonymous","anonymous","false"
"Data Entry","15641","2026-05-06T10:30:16.418Z","{""total_typed_chars"":15630,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":998,""tab_switch_count"":1,""last_switch_time"":""2026-05-06T14:50:14.644Z"",""window_minimized_seconds"":0,""screen_hidden_events"":1,""idle_time_seconds"":955,""active_seconds"":14674,""wpm"":2,""last_save"":""2026-05-06T14:50:05.622Z"",""last_activity"":""2026-05-06T14:50:57.740Z""}","69e61963cd9ea118cc9f4d2b","Munish kumar","task_started","","2026-05-06T14:50:57.740Z","Data Entry","69fb183b344e75d814017d9b","2026-05-06T10:30:19.913000","2026-05-06T14:51:01.041000","anonymous","anonymous","false"
"Form Filling","11","2026-05-06T10:29:50.979Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":6,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-06T10:30:01.990Z""}","69e61963cd9ea118cc9f4d2b","Munish kumar","task_abandoned","","2026-05-06T10:30:01.990Z","Form Filling","69fb182210ec1ca269b1ff98","2026-05-06T10:29:54.790000","2026-05-06T10:30:05.478000","anonymous","anonymous","false"
"Form Filling","340","2026-05-06T09:31:55.830Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":2,""last_switch_time"":""2026-05-06T09:34:33.333Z"",""window_minimized_seconds"":106,""screen_hidden_events"":2,""idle_time_seconds"":35,""active_seconds"":290,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-06T09:37:36.480Z""}","69db4d20e0c48c21f2a0eb41","Prashant katare","task_started","","2026-05-06T09:37:36.480Z","Form Filling","69fb0a8c9b461aa3b18df20c","2026-05-06T09:31:56.671000","2026-05-06T09:37:37.190000","anonymous","anonymous","false"
"Data Entry","23880","2026-05-06T06:24:22.879Z","{""total_typed_chars"":15301,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":700,""tab_switch_count"":4,""last_switch_time"":""2026-05-06T13:01:53.260Z"",""window_minimized_seconds"":176,""screen_hidden_events"":4,""idle_time_seconds"":2915,""active_seconds"":20954,""wpm"":11,""last_save"":""2026-05-06T13:00:28.488Z"",""last_activity"":""2026-05-06T13:02:23.865Z""}","69ce057536ae09b05b567b92","Noman","task_started","","2026-05-06T13:02:23.865Z","Data Entry","69fade974999c7b7c3b3d1ae","2026-05-06T06:24:23.586000","2026-05-06T13:02:24.077000","anonymous","anonymous","false"
"Data Entry","19841","2026-05-06T06:00:50.293Z","{""total_typed_chars"":15691,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":912,""tab_switch_count"":66,""last_switch_time"":""2026-05-06T11:26:23.118Z"",""window_minimized_seconds"":5820,""screen_hidden_events"":66,""idle_time_seconds"":2600,""active_seconds"":13256,""wpm"":23,""last_save"":""2026-05-06T11:31:19.915Z"",""last_activity"":""2026-05-06T11:31:31.547Z""}","69e080c316eada7181a563d4","Abdul wahab","task_started","","2026-05-06T11:31:31.547Z","Data Entry","69fad916540f75d3444561d9","2026-05-06T06:00:54.044000","2026-05-06T11:31:36.658000","anonymous","anonymous","false"
"Data Entry","6681","2026-05-06T05:05:49.007Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":314,""tab_switch_count"":8,""last_switch_time"":""2026-05-06T06:56:39.904Z"",""window_minimized_seconds"":1033,""screen_hidden_events"":8,""idle_time_seconds"":170,""active_seconds"":5724,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-06T06:57:10.752Z""}","69ce07003023e363f36f9163","Chandra mohan Jangde","task_started","","2026-05-06T06:57:10.752Z","Data Entry","69facc2d638599a999cfb144","2026-05-06T05:05:49.234000","2026-05-06T06:57:10.974000","anonymous","anonymous","false"
"Form Filling","","2026-05-06T05:05:34.423Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":0,""wpm"":0,""last_save"":null,""last_activity"":""2026-05-06T05:05:34.424Z""}","69ce07003023e363f36f9163","Chandra mohan Jangde","task_started","","","Form Filling","69facc1e7015896fbc61f84c","2026-05-06T05:05:34.949000","2026-05-06T05:05:34.949000","anonymous","anonymous","false"
"Data Entry","60","2026-05-05T15:27:19.191Z","{""total_typed_chars"":26,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":4,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":60,""wpm"":24,""last_save"":null,""last_activity"":""2026-05-05T15:28:20.000Z""}","69d3846679da668f9db1387b","Zuned khan","task_started","","2026-05-05T15:28:20.000Z","Data Entry","69fa0c575d5d5c86a6335584","2026-05-05T15:27:19.960000","2026-05-05T15:28:20.667000","anonymous","anonymous","false"
"Data Entry","5060","2026-05-05T10:00:43.184Z","{""total_typed_chars"":3575,""total_pasted_chars"":0,""paste_event_count"":7,""last_paste_length"":0,""backspace_count"":130,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":180,""active_seconds"":4836,""wpm"":10,""last_save"":""2026-05-05T11:17:03.315Z"",""last_activity"":""2026-05-05T11:25:03.964Z""}","69ce057536ae09b05b567b92","Noman","task_started","","2026-05-05T11:25:03.964Z","Data Entry","69f9bfcb5fdcda15f1d4fcaa","2026-05-05T10:00:43.199000","2026-05-05T11:25:03.618000","anonymous","anonymous","false"
